Census ID,Hotel Name,current hotel supply,current  hotel demand,current  hotel revenue,current  hotel occupancy,current hotel ADR,current hotel revPAR,current compset supply,current compset demand,current compset revenue,current compset occupancy,current compset ADR,current compset revPAR,current index occupancy,current index ADR,current index revPAR,current rank occupancy,current rank ADR,current rank revPAR,previous hotel supply,previous hotel demand,previous hotel revenue,previous hotel occupancy,previous hotel ADR,previous hotel revPAR,previous compset supply,previous compset demand,previous compset revenue,previous compset occupancy,previous compset ADR,previous compset revPAR,previous index occupancy,previous index ADR,previous index  revPAR,previous rank occupancy,previous rank ADR,previous rank revPAR,hotel change supply,hotel change demand,hotel change revenue,hotel change occupancy,hotel change ADR,hotel change revPAR,compset change supply,compset change demand,compset change revenue,compset change occupancy,compset change ADR,compset change revPAR,index change occupancy,index change ADR,index change revPAR,rank change occupancy,rank change ADR,rank change revPAR,
114156,The Roxburghe Hotel ,198,88,7908.35066,44.44444444,89.86762114,39.94116495,1199,1003,101444.6628,83.6530442,101.141239,84.6077254,53.12950039,88.85358928,47.20746806,8 of 8,5 of 8,8 of 8,198,100,8248.80147,50.50505051,82.4880147,41.66061348,1177,722,58708.56999,61.34239592,81.31380885,49.87983856,82.33302555,101.4440424,83.52194932,5 of 8,4 of 8,5 of 8,0,-12,-4.127276081,-12,8.946277181,-4.127276081,1.869158879,38.91966759,72.79361902,36.37068286,24.38384141,69.6230939,-35.47000121,-12.41122967,-43.47896757,8 of 8,5 of 8,8 of 8,
216044,Hartsfield Manor,(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),0,(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),
110352,Grand Central Hotel,230,226,18651.13502,98.26086957,82.52714611,81.09189139,1615,1356,107473.5473,83.9628483,79.25777827,66.54708814,117.0289855,104.1249804,121.8564082,1 of 7,2 of 7,1 of 7,230,215,19882.6677,93.47826087,92.47752419,86.4463813,1615,1033,84688.02447,63.9628483,81.98259871,52.43840524,146.1446189,112.8014062,164.8531852,1 of 7,2 of 7,1 of 7,0,5.11627907,-6.19400122,5.11627907,-10.75977992,-6.19400122,0,31.26815102,26.90524783,31.26815102,-3.32365707,26.90524783,-19.92248062,-7.691770941,-26.08185999,6 of 7,5 of 7,7 of 7,
113577,The Met Hotel,93,93,9118.29704,100,98.04620473,98.04620473,964,766,51770.31012,79.46058091,67.58526125,53.7036412,125.848564,145.0703939,182.5690075,1 of 5,1 of 5,1 of 5,93,43,2536.68114,46.23655914,58.99258465,27.27614129,964,421,22639.56156,43.67219917,53.77568067,23.48502237,105.8718361,109.7012328,116.1427095,3 of 5,2 of 5,3 of 5,0,116.2790698,259.4577535,116.2790698,66.20089679,259.4577535,0,81.94774347,128.6718759,81.94774347,25.67997358,128.6718759,18.86878378,32.24135243,57.19368728,2 of 5,1 of 5,2 of 5,
156373,De Vere Theobalds Estate,141,122,8953.12212,86.5248227,73.38624689,63.49732,653,342.8880309,24122.46834,52.50965251,70.3508614,36.94099286,164.7788903,104.3146387,171.888504,1 of 5,2 of 5,1 of 5,141,73,2809.1238,51.77304965,38.48114795,19.92286383,653,190,13590.37155,29.09647779,71.52827132,20.81220758,177.9357969,53.79851524,95.72681683,1 of 6,6 of 6,3 of 6,0,67.12328767,218.7158259,67.12328767,90.70701059,218.7158259,0,80.46738468,77.49675384,80.46738468,-1.646076296,77.49675384,-7.394187615,93.89873164,79.56149564,3 of 5,1 of 5,1 of 5,
133911,The Derbyshire,157,140,7319.81478,89.17197452,52.28439129,46.62302408,660,463.5294118,35444.21727,70.23172906,76.46595096,53.7033595,126.9682175,68.3760427,86.81584264,3 of 6,5 of 6,3 of 6,157,46,2398.34238,29.29936306,52.13787783,15.27606611,660,218,12909.97071,33.03030303,59.22004913,19.56056168,88.70449366,88.04092295,78.09625492,3 of 7,6 of 7,4 of 7,0,204.3478261,205.2030786,204.3478261,0.281011552,205.2030786,0,112.6281705,174.5491688,112.6281705,29.12172835,174.5491688,43.13617303,-22.33606781,11.16518037,3 of 6,5 of 6,3 of 6,
154434,Milton Hill,0,0,0,0,0,0,676,606.4822695,48323.34849,89.71631206,79.67808941,71.48424333,0,0,0,0,0,0,121,63,2895.23262,52.0661157,45.95607333,23.92754231,587,251,15135.38964,42.75979557,60.30035713,25.78430944,121.7641829,76.21194222,92.79884874,2 of 6,5 of 6,2 of 6,0,0,0,0,0,0,15.16183986,141.6264022,219.2738981,109.8146421,32.13535242,177.2393168,0,0,0,0,0,0,
111472,The Principal Edinburgh George Street,240,187,17861.34232,77.91666667,95.51519957,74.42225967,980,705.6860593,112885.4477,72.00878156,159.9655346,115.1892324,108.2043953,59.70986177,64.60869488,3 of 6,6 of 6,5 of 6,240,121,12221.10015,50.41666667,101.0008277,50.92125063,980,625,89963.24841,63.7755102,143.9411975,91.79923307,79.05333333,70.16811689,55.47023534,6 of 7,6 of 7,6 of 7,0,54.54545455,46.15167293,54.54545455,-5.431270455,46.15167293,0,12.90976948,25.47951492,12.90976948,11.13255788,25.47951492,36.87518383,-14.90456861,16.47452815,2 of 6,6 of 6,3 of 6,
162462,Denham Grove,100,46,2969.13946,46,64.54651,29.6913946,1407,883,64343.64954,62.75764037,72.86936528,45.7310942,73.29784824,88.57838922,64.92605331,6 of 8,7 of 8,8 of 8,100,32,1511.84502,32,47.24515688,15.1184502,1407,638,39223.97913,45.34470505,61.47959111,27.87773925,70.57053292,76.84689507,54.23126338,7 of 8,7 of 8,7 of 8,0,43.75,96.39178757,43.75,36.62037396,96.39178757,0,38.40125392,64.0416168,38.40125392,18.52610591,64.0416168,3.864665912,15.26606135,19.72070953,5 of 8,3 of 8,3 of 8,
149855,De Vere Cranage Estate,151,62,5773.104,41.05960265,93.11458065,38.23247682,669,454,34720.40964,67.86248132,76.47667322,51.89896807,60.50412813,121.7555324,73.66712334,6 of 6,1 of 6,5 of 6,151,19,981.78171,12.58278146,51.67272158,6.501865629,669,229,14250.3039,34.23019432,62.22840131,21.30090269,36.75930478,83.03719924,30.52389715,6 of 6,5 of 6,6 of 6,0,226.3157895,488.0231768,226.3157895,80.20065094,488.0231768,0,98.25327511,143.6468014,98.25327511,22.89673462,143.6468014,64.59540923,46.62769642,141.342457,2 of 6,1 of 6,1 of 6,
138791,De Vere Alexandra House,154,92,6122.69752,59.74025974,66.55106,39.7577761,775,466.5932452,31970.2471,60.20558003,68.51845249,41.25193175,99.22711435,97.12866766,96.37797412,4 of 6,5 of 6,4 of 6,154,22,892.84965,14.28571429,40.584075,5.797725,775,274.2657856,15467.88834,35.38913363,56.39744054,19.95856559,40.3675163,71.96084541,29.048806,5 of 6,5 of 6,6 of 6,0,318.1818182,585.747877,318.1818182,63.98318799,585.747877,0,70.12448133,106.6878582,70.12448133,21.49213126,106.6878582,145.8093126,34.9743282,231.7794684,3 of 6,1 of 6,2 of 6,
149863,Sedgebrook Hall,102,42,3070.9706,41.17647059,73.11834762,30.1075549,664,483,36728.96874,72.74096386,76.04341354,55.31471196,56.60699062,96.15342633,54.42956103,6 of 6,4 of 6,6 of 6,102,14,762.2748,13.7254902,54.4482,7.473282353,664,153,11296.48905,23.04216867,73.83326176,17.01278471,59.56683327,73.74481189,43.92744914,5 of 6,6 of 6,5 of 6,0,200,302.8692277,200,34.28974258,302.8692277,0,215.6862745,225.1361425,215.6862745,2.993436458,225.1361425,-4.968944099,30.38669958,23.90785736,4 of 6,2 of 6,3 of 6,
149860,Ettington Chase,130,47,1916.3498,36.15384615,40.7734,14.74115231,632,337,23613.599,53.32278481,70.07002671,37.36328956,67.80187172,58.18950258,39.45357189,5 of 5,5 of 5,5 of 5,130,60,2197.18653,46.15384615,36.6197755,16.90143485,632,197,12885.26736,31.17088608,65.40744853,20.38808127,148.0671613,55.98716404,82.89860446,2 of 5,5 of 5,3 of 5,0,-21.66666667,-12.78165172,-21.66666667,11.34257227,-12.78165172,0,71.06598985,83.26045041,71.06598985,7.128512552,83.26045041,-54.20870425,3.933649048,-52.40743538,4 of 5,3 of 5,4 of 5,
156285,Cheadle House,52,51,2509.6966,98.07692308,49.20973725,48.26339615,359,274.2177122,16326.91625,76.38376384,59.53997691,45.47887535,128.400223,82.64990988,106.1226686,1 of 4,3 of 4,1 of 4,52,31,1173.76203,59.61538462,37.86329129,22.57234673,340,155,8271.38739,45.58823529,53.36378961,24.32760997,130.7692308,70.953153,92.78489238,1 of 5,5 of 5,4 of 5,0,64.51612903,113.8164752,64.51612903,29.96687709,113.8164752,5.588235294,76.91465302,97.3902984,67.55148197,11.57374193,86.94345809,-1.811594203,16.48518266,14.37494385,3 of 4,2 of 4,2 of 4,
149858,Eastwood Hall,150,69,3836.7087,46,55.60447391,25.578058,754,551,38335.0142,73.07692308,69.57352849,50.8421939,62.94736842,79.92188282,50.30872202,6 of 7,5 of 7,7 of 7,150,18,892.84965,12,49.60275833,5.952331,754,251,13138.65315,33.28912467,52.34523167,17.42526943,36.04780876,94.76079625,34.15919062,7 of 7,5 of 7,7 of 7,0,283.3333333,329.7149806,283.3333333,12.09956015,329.7149806,0,119.5219124,191.7727849,119.5219124,32.91282944,191.7727849,74.62189958,-15.65933806,47.27726599,1 of 7,5 of 7,2 of 7,
172228,De Vere Devonport House,99,59,4547.12122,59.5959596,77.06985119,45.93051737,1121,841,114179.9698,75.02230152,135.7669082,101.8554593,79.43765839,56.76630056,45.09381992,6 of 7,6 of 7,7 of 7,99,70,4385.90334,70.70707071,62.655762,44.30205394,1120,638,52253.93754,56.96428571,81.90272342,46.65530138,124.1252652,76.50021805,94.95609852,3 of 7,5 of 7,4 of 7,0,-15.71428571,3.675819267,-15.71428571,23.0052093,3.675819267,0.089285714,31.81818182,118.5097912,31.700592,65.76604851,118.3148672,-36.00202322,-25.79589704,-52.51087542,7 of 7,4 of 7,5 of 7,
113580,The Principal Manchester,275,178,16117.38382,64.72727273,90.54710011,58.60866844,1186,967,93311.00068,81.53456998,96.49534714,78.67706634,79.38629313,93.83571623,74.49269674,6 of 6,4 of 6,6 of 6,275,34,2878.99899,12.36363636,84.67644088,10.46908724,1186,713,66588.93864,60.11804384,93.39262081,56.14581673,20.5655999,90.66716422,18.64624623,6 of 6,4 of 6,6 of 6,0,423.5294118,459.825963,423.5294118,6.933049109,459.825963,0,35.62412342,40.12988131,35.62412342,3.322239268,40.12988131,286.0149644,3.494707303,299.5050576,1 of 6,3 of 6,1 of 6,
156664,De Vere Staverton Estate,244,192,13014.34042,78.68852459,67.78302302,53.33746074,1029,509.4613711,29486.2517,49.51033732,57.87730607,28.65524947,158.9335255,117.1150277,186.1350424,1 of 5,1 of 5,1 of 5,244,77,2564.91354,31.55737705,33.31056545,10.51194074,1029,154,9257.40396,14.96598639,60.11301273,8.996505306,210.8606557,55.41323574,116.8447123,1 of 6,6 of 6,3 of 6,0,149.3506494,407.398796,149.3506494,103.4880588,407.398796,0,230.8190721,218.51534,230.8190721,-3.719172538,218.51534,-24.62627751,111.3484732,59.30121166,3 of 5,1 of 5,3 of 5,
136046,Oxford Spires Hotel,181,158,14888.99558,87.29281768,94.23414924,82.25964409,550,485,61722.49996,88.18181818,127.2628865,112.2227272,98.9918551,74.04684258,73.30034311,4 of 5,4 of 5,4 of 5,181,96,10261.77159,53.03867403,106.8934541,56.69487066,478,271,27254.14734,56.69456067,100.5688094,57.01704464,93.55160955,106.288873,99.43495145,3 of 5,3 of 5,3 of 5,0,64.58333333,45.09186303,64.58333333,-11.84291866,45.09186303,15.06276151,78.96678967,126.4701192,55.53840993,26.54309752,96.82312175,5.815234583,-30.33434216,-26.28312073,3 of 5,5 of 5,5 of 5,
149854,De Vere  Beaumont Estate,414,265,18538.0784,64.00966184,69.95501283,44.77796715,2141,1779.028267,110916.9131,83.09333333,62.34690879,51.80612475,77.03345054,112.2028569,86.43373224,4 of 5,3 of 5,4 of 5,414,199,13018.66545,48.06763285,65.4204294,31.44605181,2142,1683,99752.1273,78.57142857,59.2704262,46.56962059,61.17698726,110.3761751,67.52481857,5 of 6,3 of 6,5 of 6,0,33.16582915,42.39615014,33.16582915,6.931448593,42.39615014,-0.046685341,5.705779362,11.19252901,5.755151515,5.190586245,11.24446386,25.91899991,1.654960211,28.00290926,1 of 5,3 of 5,1 of 5,
159392,Gorse Hill,(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),
113241,The St Johns Hotel,180,87,3604.98272,48.33333333,41.43658299,20.02768178,577,442,26123.2956,76.60311958,59.10247873,45.27434246,63.09577677,70.10972108,44.23627311,6 of 6,6 of 6,6 of 6,180,27,1398.91542,15,51.81168222,7.771752333,559,282.8011811,12402.62531,50.59055118,43.85634198,22.18716514,29.64980545,118.1395435,35.02814481,5 of 5,3 of 5,5 of 5,0,222.2222222,157.6984047,222.2222222,-20.02463303,157.6984047,3.220035778,56.2935481,110.627145,51.41783949,34.76381307,104.0564542,112.8033416,-40.65516169,26.28779899,1 of 5,5 of 5,2 of 5,
154493,Sunningdale Park,272,243,10419.6509,89.33823529,42.87922181,38.30754007,969,530.1862631,45159.7644,54.71478463,85.177168,46.60450403,163.2798811,50.34121563,82.19707703,2 of 6,6 of 6,4 of 6,272,112,5040.89502,41.17647059,45.00799125,18.53270228,969,169,15507.35151,17.44066047,91.75947639,16.00345873,236.0946746,49.04996521,115.8043557,1 of 7,7 of 7,3 of 7,0,116.9642857,106.7023983,116.9642857,-4.729758828,106.7023983,0,213.7196823,191.215198,213.7196823,-7.173437175,191.215198,-30.84135362,2.632520555,-29.02073804,4 of 6,3 of 6,4 of 6,
184229,New Place,108,37,1906.72796,34.25925926,51.53318811,17.65488852,583,354.9441176,26957.37942,60.88235294,75.94823546,46.23907276,56.27124709,67.85304201,38.18175293,4 of 4,4 of 4,4 of 4,108,61,2452.68975,56.48148148,40.20802869,22.71009028,583,235,15396.53934,40.30874786,65.51718868,26.40915839,140.1221434,61.37019841,85.99323744,1 of 6,6 of 6,4 of 6,0,-39.3442623,-22.2597167,-39.3442623,28.166413,-22.2597167,0,51.04005006,75.08726362,51.04005006,15.9210842,75.08726362,-59.84128866,10.56350437,-55.59912144,4 of 4,1 of 4,4 of 4,
149861,De Vere Horwood Estate,185,88,4457.31738,47.56756757,50.65133386,24.09360746,1095,810.3914405,61872.83786,74.00835073,76.34932302,56.50487476,64.27324362,66.34156252,42.6398741,6 of 6,6 of 6,6 of 6,185,121,6166.66197,65.40540541,50.96414851,33.33330795,1095,251,14996.34507,22.92237443,59.7463947,13.6952923,285.3343383,85.30079307,243.3924535,1 of 6,6 of 6,1 of 6,0,-27.27272727,-27.71912257,-27.27272727,-0.613793535,-27.71912257,0,222.8651157,312.5861173,222.8651157,27.78900451,312.5861173,-77.47440984,-22.22632389,-82.48102047,6 of 6,5 of 6,6 of 6,
173996,Warbrook House,(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),(Not Found),
213534,Chicheley Hall,48,15,1123.34982,31.25,74.889988,23.40312125,1136,775.4666667,54087.56992,68.2629108,69.74841376,47.61229746,45.77888583,107.3716003,49.1535223,6 of 6,2 of 6,6 of 6,48,25,1067.18472,52.08333333,42.6873888,22.233015,1136,375,22588.74324,33.01056338,60.23664864,19.88445708,157.7777778,70.86614173,111.8110236,3 of 8,8 of 8,3 of 8,0,-40,5.262922055,-40,75.43820343,5.262922055,0,106.7911111,139.4447949,106.7911111,15.79066122,139.4447949,-70.9852132,51.51325813,-56.03875119,6 of 6,1 of 6,5 of 6,
120932,De Vere Selsdon Estate,0,0,0,0,0,0,885,676.0258065,36977.58467,76.38709677,54.69848091,41.78258155,0,0,0,0,0,0,199,77,3473.99682,38.69346734,45.11684182,17.45727045,885,516,28007.24661,58.30508475,54.27760971,31.64660634,66.36379572,83.12238151,55.16316747,6 of 6,6 of 6,6 of 6,0,0,0,0,0,0,0,31.01275319,32.02863239,31.01275319,0.775404822,32.02863239,0,0,0,0,0,0,
149865,De Vere Wotton Estate,111,70,7201.94724,63.06306306,102.8849606,64.88240757,612,438,38512.61733,71.56862745,87.92835007,62.92911328,88.11551277,117.0099979,103.1039596,3 of 4,1 of 4,2 of 4,111,57,4898.3214,51.35135135,85.93546316,44.12902162,612,184.0434783,11839.65588,30.07246377,64.33075482,19.34584293,170.7587105,133.5837943,228.1059645,1 of 6,1 of 6,1 of 6,0,22.80701754,47.028883,22.80701754,19.72351901,47.028883,0,137.9872431,225.2849385,137.9872431,36.68167009,225.2849385,-48.39764689,-12.40704117,-54.79997208,4 of 4,3 of 4,4 of 4,
121140,The Principal London,0,0,0,0,0,0,1599,1422,331662.4193,88.93058161,233.2365818,207.4186487,0,0,0,0,0,0,373,177,18245.89431,47.45308311,103.0841486,48.91660673,1599,969,220708.1986,60.60037523,227.7690388,138.0288922,78.30493281,45.25819188,35.43939675,6 of 7,7 of 7,7 of 7,0,0,0,0,0,0,0,46.74922601,50.27190717,46.74922601,2.400476825,50.27190717,0,0,0,0,0,0,
136407,De Vere Oxford Thames,104,98,12153.18574,94.23076923,124.0120994,116.8575552,919,800.5662949,89656.48297,87.11276332,111.9913286,97.55874099,108.1710253,110.7336621,119.7817377,3 of 7,4 of 7,4 of 7,104,21,2015.79336,20.19230769,95.99016,19.38262846,830,479,40483.14417,57.71084337,84.5159586,48.77487249,34.98875863,113.5763725,39.73896285,8 of 8,3 of 8,7 of 8,0,366.6666667,502.8983913,366.6666667,29.19251243,502.8983913,10.72289157,67.13283819,121.4662048,50.94695941,32.50909108,100.0184439,209.1593686,-2.502906501,201.4213987,1 of 7,4 of 7,1 of 7,
137693,De Vere Tortworth Estate,190,146,9382.89764,76.84210526,64.26642219,49.38367179,623,384,28567.24296,61.63723917,74.39386188,45.85432257,124.6683114,86.38672677,107.6968735,2 of 5,4 of 5,2 of 5,190,116,6719.3112,61.05263158,57.92509655,35.36479579,623,273,17525.96811,43.82022472,64.19768538,28.13157,139.3252362,90.22926014,125.7121298,1 of 5,3 of 5,2 of 5,0,25.86206897,39.64076615,25.86206897,10.94745804,39.64076615,0,40.65934066,62.99951467,40.65934066,15.88246746,62.99951467,-10.51993534,-4.25863336,-14.33056323,4 of 5,4 of 5,4 of 5,
148679,De Vere Cotswold Water Park,328,140,8820.82182,42.68292683,63.00587014,26.89274945,688,388,27220.18536,56.39534884,70.15511691,39.56422291,75.68518984,89.80937232,67.97239393,4 of 6,6 of 6,6 of 6,328,131,9015.31113,39.93902439,68.81916893,27.48570466,688,209,12302.2683,30.37790698,58.86252775,17.88120392,131.4739176,116.9150758,153.7128304,2 of 6,1 of 6,2 of 6,0,6.870229008,-2.157322218,6.870229008,-8.447208647,-2.157322218,0,85.64593301,121.2615161,85.64593301,19.18468266,121.2615161,-42.43330448,-23.18409605,-55.77962246,5 of 6,6 of 6,5 of 6,
